id,frame,q,a,eq,ea
469,26,만민공회에서 구체적으로 러시아와 관련해 어떤 내용을 비판했나요?,러시아가 절영도를 조차하려 하자 그것을 저치하거나 한러은행의 설치를 반대했고 결국 폐쇄를 하기에 이르렀네,What specifically did people condemn Russia for at Manmin Gongdonghoe (mass protest meeting)?,"When Russia tried to Jocha (rent) Jeolyoungdo, they protested vigorously, and they resisted the construction of the Korean-Russian bank and eventually shut it down."
470,22,절영도가 어디에요?,부산 앞에 있는 섬이라네,Where is Jeolyoungdo?,It's an island in front of Busan.
471,18,조차가 뭐예요?,조약에 의해 타국으로 부터 유상 혹은 무상으로 영토를 사용하는 것을 말하네,What does Jocha mean?,It means signing a treaty with another country to allow the use of territory for free or for a charge.
472,26,독립협회가 한 강연에는 어떤 내용이 있었나요?,자유민권을 외치기도 했다더군,What lectures did Independence Club give?,They claimed freedom and civil rights.
473,78,독립협회의 자유 민권운동에는 무엇이 있었나요?,"언론, 출판, 집회, 결사의 자유를 외치기도 하고 참정권 요구도 했다네",What were involved in Independence Club’s claim for freedom and civil rights?,"They demanded freedom of speech, press, assembly, association, and voting rights."
474,31,황제께서도 독립협회를 지지했나요?,처음에 독립협회를 결성할때 독립신문의 자금을 지원하기도 했네… 물론 나중에는 등을 지긴 했지만,Did you support Independence Club?,"When the Independence Club was formed, I funded the release of Dongnip Shinmun (The Independent). But later, we turned our backs on each other."
475,49,왜 독립협회와 등을 지셨나요?,"그들의 주장이 주로 당시 정부와 가까웠던 러시아를 비판하고 정부의 개혁정책을 비판하는 것이었지, 시간이 갈수록 그 강도가 강해지니 그글과 함께 할수 없단 생각이 들더군",Why did you turn your back on the Independence Club?,"Their argument was mainly to criticize Russia, a country that had a good relationship with the government at the time. They also intensified their effort to criticize the government’s reform policy. So, I felt I could no longer support them."
476,30,독립협회와의 갈등은 계속되었나요'?,관민공동회를 열어 서로의 생각을 들어보려 했네 여기서 헌의 6조를 결의하기도 했지,Did the conflict with Independence Club continue?,"We held a mass meeting of officials and the citizenry to listen to each other’s thoughts, and we agreed upon the Six Proposals."
477,25,헌의 6조는 무엇인가요?,관민공동회에서 개혁을 위해 결의한 6개의 조항이라네 여기서 중추원 관제라는 것이 결의 되었지,What are the Six Proposals?,"They refer to the six provisions the officials and citizenry came to agree upon to promote reforms. At the meeting, we concluded Jungchuwon Administrative Laws."
478,29,독립협회가 말한 중추원은 무엇인가요?,과거에는 자문 기구였다면 독립협회는 근대식 의회로 중추원을 운영하자고 주장했지,What is Jungchuwon proposed by Independence Club?,"In the past, it functioned as an advisory body. But the Independence Club insisted on running the organization as a modern parliament. "
479,22,독립협회가 말한 중추원은 어떻게 구성되나요?,"관선 25명, 민선 25명으로 구성된 의회라네",How is Jungchuwon proposed by the Independence Club structured?,It's a council composed of 25 officials and 25 civilian electees.
480,31,독립협회가 말한 중추원 관제가 무엇인가요?,중추원의 운영과 관련한 규칙이나 조항을 정리한 것이네,What are Jungchuwon Administrative Laws proposed by Independence Club?,It is a summary of the rules and provisions related to the operation of Jungchuwon.
481,17,독립협회가 말한 중추원은 실제로 운영되었나요?,그렇지 못했네,Was Jungchuwon (the Advisory Council to the Government General) proposed by Independence Club operated?,No. It was never operated.
482,39,독립협회가 말한 중추원은 왜 운영되지 못했나요?,결국 독립협회와 정부간의 갈등이 봉합되지 못했으니…,Why was Jungchuwon (the Advisory Council to the Government General) not operated?,It was because the conflict between the Independent Association and the government was not resolved.
483,29,관민공동회에서 연설한 인물중 기억에 남는 사람이 있나요?,박성춘이라는 자의 연설이 기가막혔다는 군,Do you remember any of the people who spoke well at the mass meeting of officials and the citizenry?,The speech of a man named Park Seong-chun was terrific. 
484,16,박성춘은 누구인가요?,백정 출신의 인물이라네,Who is Park Sung-chun?,He's a man from the butcher. 
485,33,백정이 어떤 사람이길래 의미가 있는 거에요?,"백정은 조선에서 가장 천한 직업이지., 도축업자인데 이들은 조선의 천민이네 천민이 많은 군중 앞에서 민권을 연설했으니 많은 사람들이 인상깊에 그 연설을 들었다고 하더군",What kind of job is the butcher?,"It is considered the lowest-level job, a job that involves killing livestock. Therefore, many people were deeply impressed with his speech about civil rights."
486,12,독립협회는 입헌군주제를 추구했나요? 공화정을 추구했나요?,입헌군주제를 추구했다고 하지만… 나에게 날아든 익명상소에는 그들이 공화정을 꿈꾼하고 하고 혼란스럽구만,Did the Independence Club pursue a constitutional monarchy or a republican rule?,"They said they pursued a constitutional monarchy, but in an anonymous appeal sent to me, they were dreaming of the Republican System, so I was confused. "
487,26,독립협회와의 갈등을 봉합하려는 노력을 하셨나요?,독립 협회 회장 윤치호 등 회원 17명을 각각 중추원 부의장과 의관에 임명하는 등 타협을 꾀하였네 하지만 그들 내부에서 정변을 일으킬 기세였으니…,Did you try to resolve the conflict with the Independent Association?,"I tried to compromise by appointing 17 members, including Yoon Chi-ho, the Independence Club president, as the vice-chairman and government officials. However, they tried to seek a political upheaval."
488,35,독립협회는 어떻게 해산되었나요?,짐이 황국협회와 군대를 보내 만민공동회장을 해산하도록 햇네,How was the Independent Club dissolved?,I sent the members of the Imperial Association and the army to dissolve it. 
489,24,황국협회는 누구인가요?,"홍종우, 이기동, 길영수 등 보부상 연합단체이네. 이들은 우리 황실의 정책을 지지하던 이들이었지",What is the Imperial Association?,"It is a coalition organization founded by peddlers such as Hong Jong-woo, Lee Ki-dong, Gil Young-soo, etc. They were those who supported our imperial policy"
490,21,독립협회는 언제 완전히 해산되었나요?,1899년 3월 경이네,When was the Independent Club wholly dissolved?,Around March 1899.
491,26,황제는 왜 노란옷을 입나요?,"중국의 황제는 본래 노란색, 혹은 황금색 옷을 입는다네, 조선은 황제국이 아니기에 그보다 낮은 급인 붉은색 옷을 입었지만 대한제국은 황제국이니 황룡포를 입은것이네",Why does the Emperor wear yellow clothes?,"Chinese emperors wear yellow or golden clothes. Since Joseon was not an empire, the kings wore lower-grade red clothes, but the Korean Empire is considered an empire, so I wear yellow dragon clothes."
492,18,구본신참이 뭐예요?,옛것을 기본으로 삼고 새로운 것을 참고한다는 뜻이네,"What's Gubonsincham( ""accepting the new while preserving the old"")?",It means to set the old as the foundation and to refer to the new.
493,15,경운궁이 어디에요?,요즘은 덕수궁이라고도 부르는 곳이네,What is Gyeongun Palace?,It's also called Deoksugung.
494,35,경운궁을 왜 덕수궁이라 바꾼거에요?,황태자가 나의 장수를 기원한다는 의미로 덕수궁이라 부르게 되었네,Why was the name Gyeongun Palace changed to Deoksugung?,"The Crown Prince named it Deoksugung, meaning that he wished me a long life."
495,27,경운궁을 새로 지은 건가요?,본래 성종대왕의 형님이신 월산대군의 집이었으나 선조대왕 때 궁으로 사용한 이래 오늘날까지 존재하는 곳이라네 ㅎ ,Has Gyeongun Palace been newly built?,"It was initially the Wolsan royal prince’s house, the elder brother of King Seongjong, but it has been used as a palace from King Seonjo to this day.  "
496,19,석조전은 어떤 건물인가요?,서양식으로 지은 석조건축물이네 내가 요즘 매우 좋아하는 곳이지,What kind of building is the Seokjojeon Hall?,It's a Western-style stone building and my favorite place these days. 
497,33,광무개혁은 무슨뜻인가요?,광무라는 연호를 사용하면서 새롭게 개혁을 시작했는데 이를 광무개혁이라고 한다네,What does Gwangmu Reform mean?,It means that we started reforming in the new era of Gwangmu. 
498,23,광무개혁은 언제 시행됬나요?,1897년 10월 부터이네 그러나 1896년을로 보는 자들도 있지,When was Gwangmu Reform launched?,"On October 1897, but some people think it was 1896. "
499,21,황제 즉위식은 어디서 치루셨나요?,황궁우에서 거행되었다네,Where did you take the Emperor's coronation ceremony?,In Hwanggungu.
500,41,왜 대한이라는 용어를 사용하셨나요?,삼한(삼국)을 모두 아우른다는 뜻이라네,Why did you use the term Daehan?,It means that Joseon encompasses all of the three countries. 
501,31,교정소는 무엇인가요?,특별 입법 기구로 이곳에서 대한국국제를 만들었네,What is the Gyojeongso?,It is a particular legislative body that enacts the Constitution of the Great Han Empire.
502,22,대한국 국제가 무엇인가요?,만국공법에 따라 만든 대한제국의 헌법이라고 볼 수 있네,What is the Constitution of the Great Han Empire?,It is the constitution of the Great Han Empire modeled after international law.
503,19,대한국 국제의 내용은 어떤 내용이 있나요?,황제에게 권력이 집중되는 내용이 주로 담겨 있지,What is the content of the Constitution of the Great Han Empire?,It mainly discusses the concentration of power on the emperor.
504,23,왜 독립협회와는 달리 황제권을 강화하려 했나요? ,민권에 대한 배려가 없다기 보다는 왕조 질서를 부정하는 방향으로 나아가는 것을 우려했기 때문이라네,"Why did you try to strengthen the imperial power, unlike the Independent Society? ","It is not that we were not concerned about civil rights, but we worried that people would go in a direction that denies the dynasty's order. "
505,21,덕수궁 중화전은 언제 만들어졌나요?,1902년 건설했고 덕수궁을 정궁으로 중화전을 법전으로 삼았네,When was the Junghwajeon in Deoksugung Palace built?,"It was built in 1902, and Deoksugung became the main palace, and Junghwajeon became a reception room."
506,16,풍경궁이 무엇인가요?,광무개혁을 추진하면서 평양을 서경으로 높이면서 만든 행궁이네,What is the Punggyeong palace?,It is a palace built while raising Pyongyang to Seogyeong during the Gwangmu Reform.
507,20,원수부가 무엇인가요?,황제 직속 군사기구이네,What is the Board of Marshals?,A military organization under the emperor's direct control.
508,23,대한제국으로 황제가 되시면서 옷도 제복으로 바꿔 입으시더라구요?,"프로이센식 군복을 착용한거네, 이는 황제로서 위엄을 높이려 한것이지","You changed your clothes into military uniforms, right?","Yes, I wore a Prussian uniform to increase my dignity as an emperor."
509,20,광무개혁으로 해외 이주민에 대한 관리도 하셨나요?,연해주 지역에 거주하는 이들을 위해 해삼위통상사무관을 파견하고 북변도관리사를 설치하여 그들을 관리했네,Have you managed overseas immigrants as part of the Gwangmu Reform?,We sent the Great Han Empire's Officers of Foreign and Commercial Affairs for those who live in the Maritime Provinces of Siberia and set up a North-Gando Management Agency to manage them.
510,8,양지아문이 무엇인가요?,근대적인 토지측량을 위해 설치한 관청이네,What is the Yangjiamun?,It's a government office set up for modern land surveying. 
511,81,근대적인 토지소유권이 뭐예요?,국가에서 해당 토지에 대한 소유권을 확인해주고 인정해주는 것을 말하지,What is modern ownership of land?,It means the state confirms and recognizes ownership of the land. 
512,54,지계가 뭐예요?,국가에서 해당 토지에 대한 소유권을 확인해준다는 의미로 발급해주는 증명서네,What's Jigye(the certificate of land ownership)?,It is the certificate confirming ownership of the land in the country. 
513,105,이용익이 누구인가요?,"함경도 출신으로 보부상을 하면서 모은 돈으로 금광에 투자하여 거부가 된 자네,  재산을 왕실에 기부하여 나와 황후의 신임을 얻었던 자지. 왕실재산을 착실하게 관리한 자네",Who is Lee Yong-ik?,He is from Hamgyeong Province and became rich by investing the money he earned with peddling in a gold mine. And he donated his fortune to the royal family to earn the trust of the empress and me. He has faithfully managed the royal property.
514,15,식산흥업정책이 무엇인가요?,"산업과 과학기술, 상공업을 발전시키려는 활동을 말하는 것이네",What is Siksanheongeop(the production increasing) policy?,"It refers to the activities to develop industry, science and technology, and commerce. "
515,31,상무사가 무엇인가요?,광무개혁으로 보부상을 지원하기 위해 세운 관청이네,What is an Sangmoosa?,It is a government office established to support the peddlers as a part of the Gwangmu Reform. 
516,30,광무개혁 때 만들어진 전차에 대해 알려주세요,서대문에서 청량리 홍릉간으로 이어지는 전차네,Did the tram run during the Gwangmu Reform?,"Yes. It ran from Seodaemoon to Cheongryangri, and then to Hongneung."
517,36,광무개혁 때 만국우편연합 가입이 어떤의미인가요?,우리나라는 언제 처음으로 해외로 편지를 보낼 수 있게 된 것이네,What does it mean to join the Universal Postal Union during the Gwangmu Reform?,"By doing so, people in our country were able to send letters abroad. "
518,33,광무개혁 떄 해외로의 활동도 활발히 했나요?,프랑스에서 열린 만국박람회나 오사카에서 열린 박람회에도 참여를 했다네,How was Joseon's overseas activities during the Gwangmu Reform?,We participated in the World Expo held in France and the Expo held in Osaka.
519,31,광무개혁으로 황실의 위엄을 높이기 위해 무엇을 했나요?,황제로 명칭을 격상시키고 역대 선왕들을 황제로 추존했네,How did you enhance the Imperial family’s dignity as a part of Gwangmu Reform?,I raised myself to the emperor and gave the previous kings the title of emperor.
520,23,광무개혁으로 추가 개항한 곳이 있나요?,"군산, 마산, 목포 등이 있네",Which additional ports were opened during the Gwangmu Reform?,"Gunsan, Masan, Mokpo, etc. "
521,38,평식원이 무엇인가요?,광무개혁 때 상행위에 대한 통제를 강화하고 도량형을 통일하기 위해 설치한 것이라네,What is the Pyeongsikwon?,It is the government office established to control commercial activities and unify the weights and measures during the Gwangmu Reform. 
522,28,한청통상조약이 무엇인가요?,청과 대등한 관계로서 체결한 근대적 조약이네,What is Hancheong tongsang joyak (the Treaty of Commerce between Korea and China)?,It's a modern treaty signed on an equal footing with China.
523,20,한청통상조약은 언제 체결되었나요?,1899년이네,When was Hancheong tongsang joyak (the Treaty of Commerce between Korea and China) concluded?,In 1899.
524,31,조청상민수륙무역장정과 한청통상조약의 차이가 무엇인가요?,조청상민수륙무역장정은 조선을 청의 속방국으로 체결한 것이고 대등한 관계에서 체결한 조약이라고 볼수 없지,How did Joseon sangmin suryuk muyeok jangjeong (“the Regulations for Maritime and Overland Trade between Korea and China”) differ from Hancheong tongsang joyak (“the Treaty of Commerce between Korea and China”)?,"Joseon signed Joseon sangmin suryuk muyeok jangjeong (the Regulations for Maritime and Overland Trade between Korea and China) as a subordinate state of China, so it cannot be regarded as a treaty concluded in equal standing. "
525,29,이범윤은 누구인가요?,간도 지역 조선인을 보호하기 위해 파견한 자이네,Who is Lee Beom-yun?,He is the one sent to protect Koreans in the Gando area.
526,29,광무개혁으로 울릉도와 독도는 어떻게 되었나요?,1900년 울릉도를 군으로 승격하고 관리를 했네,What happened to Ulleungdo and Dokdo with the Gwangmu Reform?,"In 1900, Ulleungdo was raised to the administrative district of Gun."
527,30,이재수의 난이 무엇인가요?,1901년 제주도 일대에서 천주교인과 이재수를 필두로 지역민들간에 벌어진 농민 항쟁이네,What is the uprising of Lee Jaesu?,It's the peasants' uprising in 1901 in Jeju Island where Catholics and Lee Jaesu took the lead. 
528,20,간도는 우리 땅인가요?,예로부터 조선인들이 많이 왕래를 하던 곳이었지,Is Gando our country’s land?,It has been a place where many Koreans have come and gone since ancient times. 
529,37,백두산 정계비가 무엇인가요?,그 옛날 숙종대왕 때 백두산 부근에 조선과 청국 사이에 국경선을 표시하기 위해 세운 비석이라네,What is the Mt. Baekdusan Demarcation Stone?,It is a memorial stone erected a long time ago during King Sukjong the Great to mark the border between Korea and China near Mount Baekdu.
530,39,간도는 왜 중국땅이 되었나요?,1909년 청과 일본이 간도협약으로 일본이 간도에 대한 영유권을 청에게 인정해주는 일이 벌어졌지.. 하지만 이것은 무효이네,Why did Gando become Chinese territory?,"In 1909, the Qing Dynasty and Japan recognized the Qing Dynasty’s dominium over Gando through the Gando Convention; but It is invalid. "
531,56,일본은 왜 간도협약으로 청에게 간도의 영유권을 인정했어요?,만주 일대의 안봉선 철도와 푸순 연대 탄광채굴권이 탐이 난게지,Why did Japan recognize the Qing Dynasty's dominium over Gando in the Gando Convention?,Japan wanted to acquire the Anbong line railway in Manchuria and the coal mining rights of Fushun and Yeondae.
532,26,간도협약은 무효인가요?,"무효네, 당시에 을사늑약으로 대한제국이 외교권을 박탈당한 상태인데 을사늑약 자체가 짐이 인정하지 않은 무효이거늘! 그러니 간도협약은 무효인게지!",Is the Gando Convention invalid?,"Yes. At that time, the Korean Empire was deprived of diplomatic rights due to the Eulsa Treaty, but the Eulsa Treaty itself was invalid because I did not approve it. Therefore, the Gando Convention is invalid! "
533,24,독도는 우리 땅인가요?,말해 무엇하겠는가?!,Is Dokdo island our territory?,"Needless to say, yes!"
534,36,독도와 울릉도는 셋트인가요?,엄연히 다른 섬이네 하지만 보통 울릉도와 독도를 함께 관리하고 인식했다네,Are Dokdo island and Ulleungdo island one set?,"They are different islands, but Ulleungdo island and Dokdo island were managed as one administrative district. "
535,20,조선시대 울릉도와 독도에 대한 기록이 있나요?,수없이 많다네 대표적으로 세종실록지리지에 기록이 되어 있다네,Are there any records on Ulleungdo island and Dokdo island during the Joseon Dynasty?,There are countless. but the record of Annals of King Sejong Geography is representative.
536,27,조선시대 지도에도 표기되어 있나요?,"팔도총도라는 지도에 표기가 되어 있네, 그곳에는 독도가 '우산도' 라는 이름으로 표기되어 있지",Is it also on the map of the Joseon Dynasty period?,Dokdo island is marked with the name of Usando island on the map of Paldochongdo.
537,20,안용복은 누구예요?,숙종대왕 때 독도의 영유권을 안정화하는데 큰 기여를 했네,Who is Ahn Yong-bok?,He made an outstanding contribution to stabilizing Dokdo island's dominium during the reign of King Sukjong the Great.
538,26,폐하는 왜 독도에 대한 관리를 하시기 시작했나요?,이전의 선대왕들께서는 울릉도와 독도가 너무 거리가 멀어 관리가 힘들자 섬을 비우는 공도정책을 쓰셨네 하지만 이러다 보니 왜인(일본인)들이 자꾸 침범하지 않겠나,Why did your Majesty begin to manage Dokdo island?,"The previous kings took the evacuation policy because Ulleungdo island and Dokdo island were too far away to be managed. As a result, the Japanese frequently invaded."
539,32,폐하는 언제부터 독도에 대한 관리를 하시기 시작했나요?,1881년에 공도 정책을 중단하고 이전에 내려졌던 주민이주금지정책을 중단했네,When did your Majesty begin to manage Dokdo Island?,In 1881. I stopped the evacuation policy and the previous anti-migration policy. 
540,30,황제가 되고 나서 독도에 대한 관리는 어떻게 하셨나요?,1900년 칙령 41호를 반포하였네,How did you manage Dokdo island after becoming an emperor?,I issued an Imperial Edict 41 in 1900. 
541,35,칙령이 뭐예요?,황제의 명령을 말하는 것이네,What is an Imperial Edict?,It is the emperor's command.
542,38,칙령41호의 내용은 무엇인가요?,울릉도와 독도를 울도군으로 승격하고 군수를 파견해 그 격을 높여 관리하였네,What is the content of Imperial Edict 41?,"It raises Ulleungdo island and Dokdo island to Uldo-gun, and appoints a governor to manage them. "
543,26,일본은 언제 독도를 자기들 땅으로 편입했어요?,러일전쟁 중에 독도를 죽도(다케시마)로 명명하고 시마네현 고시로 독도를 강탈했네,When did Japan incorporate Dokdo into its territory?,"During the Russo-Japanese War, Japan named Dokdo as Jukdo (Takeshima) and seized Dokdo with the Shimane Prefecture Public Notice."
544,35,다케시마가 무슨 뜻인가요?,일본인들을 독도를 죽도 혹은 다케시마라고 부르더군,What does Takeshima mean?,Japanese call Dokdo island Jukdo or Takeshima.
545,30,시마네현 고시는 뭔가요?,일본의 시마네 현이라는 곳의 지방행정명령이네.,What is the Shimane Prefecture Public Notice?,It refers to a local administrative order in Japan's Shimane Prefecture.
546,24,칙령41호가 높아요? 시마네현 고시가 높아요?,당연히 황제의 명령인 칙령이 높은것이네!,Which one prioritized between the Imperial Edict 41 and the Shimane Prefecture Public Notice?,"Of course, the emperor's order, the Imperial Edict."
547,39,그런데 왜 독도가 일본땅으로 편입되었어요?,러일전쟁 이후에 나라의 국권을 빼앗겼으니… 힘없는 나라의 슬픔이구만,"Then, why was Dokdo incorporated into Japanese territory?","After the Russo-Japanese War, the nation's sovereignty was deprived. It’s the sorrow of a country without power."
548,30,금광채굴권이 뭐예요?,금을 캐낼수 있는 권리를 말하네,What are gold mining rights?,It refers to the right to mine gold. 
549,24,운산금광채굴권은 누가 가져갔어요?,미국이네,Who took the gold mining right of Woonsan?,It was the US.
550,30,전차는 누가 운영하였나요?,우리 황실과 미국이 합작해서 만들고 운영했다네,Who operated the tram?,The Imperial Family and the United States have jointly made and operated it.
551,34,은산 금광채굴권은 누가 가져갔어요?,영국이 가져갔네,Who took the gold mining rights in Eunsan?,Britain.
552,31,경부선은 어디서부터 어디로 운행하는 기차예요?,한성에서 부산까지이네,Where is the route of the Gyeongbu line?,From Hansung to Busan.
553,25,경부선은 누가 부설했어요?,일본이네,Who built the Gyeongbu Line?,Japan.
554,33,경인선은 어디서부터 어디로 운행하는 기차예요?,한성에 있는 노량진에서 인천 제물포까지네,Where is the route of the Gyeongin line?,"From Noryangjin in Hanseong to Jemulpo, Incheon."
555,32,경인선은 누가 부설했어요?,미국이 부설권을 얻었다가 일본으로 넘어갔지,Who built the Gyeongin Line?,"The United States obtained the right to construction, but it was later passed to Japan. "
556,22,경의선은 어디서부터 어디로 운행하는 기차예요?,한성에서 의주까지네,Where is the route of the Gyeongin line?,From Hanseong to Uiju.
557,26,경의선은 누가 부설했어요?,프랑스가 부설권을 얻었다가 일본으로 넘어갔지,Who built the Gyeongui Line?,"France had the right to construction, but it was later passed to Japan. "
558,13,제1차 영일 동맹은 언제 체결됬나요?,1902년 1월 30일이네,When was the First Anglo-Japanese Alliance signed?,On 30th January 1902. 
559,39,제1차 영일동맹의 내용은 무엇인가요?,영국의 청에 대한 지배권을 인정하는 대신 대한제국에 대한 일본의 특수이익을 승인했다더군,What is the content of the First Anglo-Japanese Alliance?,The British endorsed the Japanese control over the Korean Empire in exchange for the British rule over China.
560,36,제1차 영일동맹은 누가 맺은 건가요?,주영 일본 공사 하야시와 영국 외무대신 랜스다운이 체결하였네,Who formed the First Anglo-Japanese Alliance?,"Hayashi, a Japanese diplomatic minister in Great Britain and Lancedown, the British Minister for Foreign Affairs, signed it."
561,21,러일전쟁은 언제 시작됬어요?,1904년 2월 부터이네,When did the Russo-Japanese War begin?,On February 1904.
562,19,러일전쟁은 누가 먼저 공격한건가요?,일본이 러시아를 먼저 공격했지,Who first attacked at the outbreak of the Russo-Japanese War?,Japan attacked Russia first.
563,30,러일전쟁은 어떻게 처음 시작되었어요?,인천 월미도에 정박해 있던 러시아 군함을 일본이 습격하고 요동반도의 뤼순항을 기습 공격하면서 시작되었네,How did the Russo-Japanese War begin?,Japan attacked a Russian warship anchored at Wolmido Island in Incheon and the Lushun Port in the Liaotung Peninsula.
564,26,용암포 사건이 무엇인가요?,1903년 러시아가 용암포 및 압록강 하구를 점령하고 조차를 요구한 사건이네. 이에 일본은 우리 정부에게 강력 항의를 한 사건이네,What is the Yongampo Incident?,"In 1903, Russia occupied Yongampo and Amnokgang River’s estuary and demanded control over them. In response, Japan has strongly protested against our government."
565,44,러일전쟁에 폐하는 어떤 입장을 취하셨나요?,짐은 국외 중립선언을 했다네 하지만 일본은 이를 무시했지,What position did your Majesty take in the Russo-Japanese War?,"I declared a neutral standing externally, but Japan did not accept it."
566,20,러일전쟁에 대한 국외중립선언은 언제 하셨나요?,1904년 1월 21일이네,When did you declare external neutrality during the Russo-Japanese War?,On 21st January 1904. 
567,37,러일전쟁은 누가 이긴 전쟁인가요?,일본이 승리했네….,Which country won in the Russo-Japanese War?,I was Japan.
568,24,러일전쟁은 언제 끝났어요?,1905년에 일본의 승리로 끝났네,When did the Russo-Japanese War end?,It ended in 1905 with the victory of Japan.
569,29,한의의정서는 언제 체결되었나요?,1904년 2월이네,When was the Korea-Japan Protocol signed?,On February 1904
570,32,일본은 왜 한일의정서를 체결하도록 강요했나요?,한국에 대한 독점적 지배권을 명문화하려 한 것이지,Why did Japan force the conclusion of the Korea-Japan Protocol?,It was to stipulate exclusive control over Korea.
571,36,한일의정서의 내용은 무엇인가요?,정치적 간섭과 군사적 점령을 할 수 있도록 규정했다네,What are the contents of the Korea-Japan Protocol?,It stipulated allowing political interference and military presence.
572,30,한일의정서의 결과는 무엇인가요?,일본이 군사 전략상 필요한 대한제국의 땅은 어디든 쓸수 있게 되었네 또한 일본의 동의 없이는 제3국과 의정서에 반하는 조약을 체결할수 없게 되었지,What are the consequences of the Korea-Japan Protocol?,"Japan could use the land of the Korean Empire wherever it was necessary for its military strategy. Also, Korea could not conclude a treaty with third countries against the Protocol without Japan’s consent."
573,25,제1차 한일협약은 언제 체결되었나요?,1904년 8월이네,When was the First Korea-Japan Agreement signed?,On August 1904.
574,18,제1차 한일협약의 또 다른 이름은 무엇인가요?,한일 협정서라고도 하네,What is another name for the first Korea-Japan Agreement?,It's also called the Korea-Japan protocol.
575,33,제1차 한일협약의 내용은 무엇인가요?,재정고문과 외교고문을 파견하는 것이 핵심이지,What are the contents of the first Korea-Japan Agreement?,Dispatching financial advisors and diplomatic advisors is the core content. 
576,13,제1차 한일협약으로 파견된 재정고문은 누구인가요?,일본인 메가타 츠네타로이네,Who is the financial advisor dispatched under the first Korea-Japan Agreement?,It was Megata Tsunetaro from Japan.
577,21,메가타는 재정고문으로 파견되어 어떤 일을 했나요?,대한제국의 재정권을 박탈하고 각종 황실재산을 해체시켜 갔네,What did Megata do as a financial adviser?,He deprived the Korean Empire’s financial rights and the various Imperial Family’s property.
578,28,제1차 한일협약으로 파견된 외교고문은 누구인가요?,미국인 스티븐스가 외교고문으로 파견되었네,Who is the diplomatic advisor dispatched under the first Korea-Japan Agreement?,It was Stevens from the US.
579,36,스티븐슨은 어떤 활동을 했나요?,미국으로 돌아가서 일본의 통감정치를 찬양하고 다녔다는 군….,What did Stevenson do?,He returned to the United States and praised Japan's politics.
580,19,제2차 영일동맹은 언제 체결되었나요'?,1905년 8월 12일에 체결되었다네,When was the second Anglo-Japanese Alliance concluded?,On 12th August 1905.
581,52,제2차 영일동맹의 내용은 뭐예요?,영국의 인도 지배를 인정하는 대신 일본의 대한제국 지배를 인정한다는 내용이더군,What is the content of the second Anglo-Japanese Alliance?,"In exchange for Japan's acknowledgment of British rule over India, Britain acknowledged Japan's control over the Korean Empire."
582,35,대한시설강령은 무엇인가요?,한국에 대한 지배를 위해 한국의 어떠한 시설을 설치하고 수탈할지를 일본 내부에서 정리하고 결의한 문서라네,What are Japan's policies and action plans for the colonization of Korea?,It is a document determining what facilities Japan will set up in Korea and how to exploit Korea as part of its domination over Korea.
583,24,대한시설강령에 따라 어떤 시설들이 설치되었나요?,"각종 철도나 근대 시설들, 그리고 황무지 개척권을 요구하면서 토지에 대한 약탈도 자행하더군",What happened with Japan's policies and action plans for the colonization of Korea?,"They demanded the right to construct the railroads and modern facilities, develop the wasteland, and plundered the land. "
584,22,가쓰라-테프트 밀약은 언제 체결되었나요?,1905년 7월 경이네,When was the Katsura-Taft secret agreement signed?,Around July 1905.
585,16,가쓰라-테프트 밀약은 누구와 누가 체결한거예요?,일본과 미국이 체결한 것이지,Which countries concluded the Katsura-Taft secret agreement?,Japan and the United States.
586,35,가쓰라-테프트 밀약의 내용은 뭐예요?,미국의 필리핀 지배를 인정하는 대신 일본의 대한제국 지배를 인정한다는 내용이더군,What is the content of the Katsura-Taft secret?,"In exchange for Japan's acknowledgment of the US's rule over the Philippines, the US acknowledged Japan's control over the Korean Empire."
587,49,가쓰라-테프트 밀약은 거중조정을 위반한거 아니예요?,조미수호통상조약에서 약속을 했건만….,Isn't the Katsura-Taft secret agreement violating the Korean American Treaty?,"It violates the Treaty of Peace, Amity, Commerce, and Navigation between Korea and the United States."
588,29,포츠머스회담 조약은 무엇인가요?,러일전쟁의 종식후 일본과 러시아가 맺은 강화조약이라더군,What is the Portsmouth Treaty?,It is a peace treaty between Japan and Russia after the end of the Russo-Japanese War.
589,27,포츠머스 조약의 내용은 무엇인가요?,"일본의 특수이익과 한국에 대한 보호, 지도, 감리등의 모든 활동을 러시아가 인정한다는 내용이라네",What are the contents of the Portsmouth Treaty?,"It includes that Russia recognizes all activities such as protection, guidance, and supervision of Korea in accordance with Japan’s interests."
590,25,을사늑약과 을사조약 같은 뜻인가요?,같은 사건을 말하네. 다만 늑약은 강제로 체결했다는 의미가 있다네.,Is the Eulsaneugyak Treaty(the Eulsa Treaty of 1905) the same as the Eulsajoyak Treaty?,"They are the same treaties. However, neugyak means that the contract was forcibly signed. "
591,23,을사늑약의 공식 명칭도 있나요?,제2차 한일협약이라고 하더군,What is the official name of the Eulsaneugyak Treaty?,The second Korea-Japan Agreement.
592,16,을사늑약은 언제 체결되었나요?,1905년 11월 경이네,When was the Eulsaneugyak Treaty signed?,Around November 1905
